filename,class,x_min,y_min,x_max,y_max
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,1,0.25729166666666664,0.37083333333333335,0.07291666666666667,0.075
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,4,0.44583333333333336,0.24791666666666667,0.203125,0.20416666666666666
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,2,0.5572916666666666,0.8604166666666667,0.03958333333333333,0.09583333333333334
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,4,0.7541666666666667,0.86875,0.23333333333333334,0.25833333333333336
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,0,0.04791666666666667,0.7427083333333333,0.09583333333333334,0.18541666666666667
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,1,0.17083333333333334,0.775,0.084375,0.1125
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,2,0.8510416666666667,0.5979166666666667,0.052083333333333336,0.125
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,2,0.7916666666666666,0.5947916666666667,0.052083333333333336,0.11458333333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,2,0.65,0.6739583333333333,0.075,0.15208333333333332
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,1,0.984375,0.6,0.027083333333333334,0.12083333333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,1,0.9125,0.559375,0.09791666666666667,0.09791666666666667
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,1,0.990625,0.5229166666666667,0.014583333333333334,0.08333333333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,0,0.753125,0.5291666666666667,0.22708333333333333,0.19166666666666668
1002_jpg.rf.bd520c5eeed68e106e7668fc5d2b83d8.txt,4,0.178125,0.8395833333333333,0.25625,0.31666666666666665
1002_jpg.rf.bd520c5eeed68e106e7668fc5d2b83d8.txt,4,0.5177083333333333,0.696875,0.04791666666666667,0.10208333333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.18125,0.33958333333333335,0.07916666666666666,0.07916666666666666
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.34375,0.39895833333333336,0.07916666666666666,0.11458333333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,0,0.6989583333333333,0.3541666666666667,0.10625,0.12916666666666668
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.5520833333333334,0.40625,0.109375,0.11666666666666667
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.5947916666666667,0.5135416666666667,0.16041666666666668,0.20208333333333334
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.5177083333333333,0.709375,0.15833333333333333,0.13958333333333334
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.578125,0.9,0.28958333333333336,0.19583333333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.7041666666666667,0.6625,0.0875,0.06666666666666667
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,1,0.875,0.6479166666666667,0.06666666666666667,0.0375
1004_jpg.rf.62f59d31787b5de8427e8fab02ddabf7.txt,2,0.178125,0.4354166666666667,0.05625,0.06666666666666667
