filename,class,x_min,y_min,x_max,y_max
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,Car,0.2572916666666666,0.3708333333333333,0.0729166666666666,0.075
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,Truck_Box,0.4458333333333333,0.2479166666666666,0.203125,0.2041666666666666
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,Motorcycle,0.5572916666666666,0.8604166666666667,0.0395833333333333,0.0958333333333333
1000_jpg.rf.4d1ab1af1f09208a54252f90b636f392.txt,Truck_Box,0.7541666666666667,0.86875,0.2333333333333333,0.2583333333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Bus,0.0479166666666666,0.7427083333333333,0.0958333333333333,0.1854166666666666
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Car,0.1708333333333333,0.775,0.084375,0.1125
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Motorcycle,0.8510416666666667,0.5979166666666667,0.0520833333333333,0.125
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Motorcycle,0.7916666666666666,0.5947916666666667,0.0520833333333333,0.1145833333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Motorcycle,0.65,0.6739583333333333,0.075,0.1520833333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Car,0.984375,0.6,0.0270833333333333,0.1208333333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Car,0.9125,0.559375,0.0979166666666666,0.0979166666666666
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Car,0.990625,0.5229166666666667,0.0145833333333333,0.0833333333333333
1001_jpg.rf.a114b01a574f1b47581bf87fe8bcf88d.txt,Bus,0.753125,0.5291666666666667,0.2270833333333333,0.1916666666666666
1002_jpg.rf.bd520c5eeed68e106e7668fc5d2b83d8.txt,Truck_Box,0.178125,0.8395833333333333,0.25625,0.3166666666666666
1002_jpg.rf.bd520c5eeed68e106e7668fc5d2b83d8.txt,Truck_Box,0.5177083333333333,0.696875,0.0479166666666666,0.1020833333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.18125,0.3395833333333333,0.0791666666666666,0.0791666666666666
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.34375,0.3989583333333333,0.0791666666666666,0.1145833333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Bus,0.6989583333333333,0.3541666666666667,0.10625,0.1291666666666666
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.5520833333333334,0.40625,0.109375,0.1166666666666666
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.5947916666666667,0.5135416666666667,0.1604166666666666,0.2020833333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.5177083333333333,0.709375,0.1583333333333333,0.1395833333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.578125,0.9,0.2895833333333333,0.1958333333333333
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.7041666666666667,0.6625,0.0875,0.0666666666666666
1003_jpg.rf.3ac54ea807d0a6c185b5f66b9a928ff7.txt,Car,0.875,0.6479166666666667,0.0666666666666666,0.0375
1004_jpg.rf.62f59d31787b5de8427e8fab02ddabf7.txt,Motorcycle,0.178125,0.4354166666666667,0.05625,0.0666666666666666
